epoch;loss
0;0.0154727753251791
0;0.038242511451244354
0;0.0519745759665966
0;0.015409349463880062
0;0.037798572331666946
0;0.046139124780893326
0;0.05361466482281685
0;0.04620195925235748
0;0.049332886934280396
0;0.04611685127019882
0;0.0408293642103672
0;0.04060758277773857
0;0.0339764729142189
0;0.03730446845293045
0;0.032953839749097824
0;0.03348253294825554
0;0.031374622136354446
0;0.03197340667247772
0;0.02978585846722126
0;0.03067745640873909
0;0.027385447174310684
0;0.028372623026371002
0;0.02712421864271164
0;0.02741379663348198
0;0.025693992152810097
0;0.025662466883659363
0;0.024981142953038216
0;0.025233030319213867
0;0.023280562832951546
0;0.024261116981506348
0;0.022437062114477158
0;0.02260395511984825
0;0.02130723185837269
0;0.010808040387928486
0;0.024876859039068222
0;0.023800671100616455
0;0.019770663231611252
0;0.015172858722507954
0;0.011737761087715626
0;0.0089091956615448
0;0.00657605892047286
0;0.00526078836992383
0;0.0042180330492556095
0;0.003250587498769164
0;0.0030371639877557755
0;0.002559277694672346
0;0.0023372613359242678
0;0.0021289088763296604
0;0.0020287432707846165
0;0.001837217714637518
0;0.0017583355074748397
0;0.0016518962802365422
0;0.0016005979850888252
0;0.0014979144325479865
0;0.0014718609163537621
0;0.0013832387048751116
0;0.001382031012326479
0;0.0013697807444259524
0;0.0013091865694150329
0;0.0013123127864673734
0;0.0012627571122720838
0;0.0012673733290284872
0;0.001269432483240962
0;0.009343297220766544
0;0.009090405888855457
0;0.009089475497603416
0;0.016402646899223328
0;0.03796953707933426
0;0.04661459103226662
0;0.05278376117348671
0;0.051276300102472305
0;0.05115455389022827
0;0.04557289928197861
0;0.04462317377328873
0;0.043551091104745865
0;0.04090162739157677
0;0.03994271531701088
0;0.03876802325248718
0;0.016121530905365944
0;0.03929157927632332
0;0.0497654564678669
0;0.05042539909482002
0;0.04939013347029686
0;0.048315662890672684
0;0.04561982303857803
0;0.04429905116558075
0;0.04253499209880829
0;0.042164579033851624
0;0.03878065198659897
0;0.037799008190631866
0;0.03480231761932373
0;0.03410102427005768
0;0.032473813742399216
0;0.03237159922719002
0;0.030632290989160538
0;0.03138123080134392
0;0.029050741344690323
0;0.028926555067300797
0;0.02787567488849163
0;0.027648352086544037
0;0.026015758514404297
0;0.025670593604445457
0;0.02488049864768982
0;0.024147741496562958
0;0.023587463423609734
0;0.02298607863485813
0;0.021505272015929222
0;0.021516021341085434
0;0.016051966696977615
0;0.040448155254125595
0;0.04957945644855499
0;0.050205331295728683
0;0.05021439865231514
0;0.04669693484902382
0;0.04438292235136032
0;0.04326728358864784
0;0.04325861111283302
0;0.04007105529308319
0;0.040241990238428116
0;0.037330251187086105
0;0.03625592216849327
0;0.03459668159484863
0;0.034154459834098816
0;0.03213947266340256
0;0.03274596482515335
0;0.0306758601218462
0;0.029354147613048553
0;0.029115447774529457
0;0.028470000252127647
0;0.0274339709430933
0;0.026391979306936264
0;0.02620786242187023
0;0.02531098760664463
0;0.024516787379980087
0;0.016160329803824425
0;0.039805375039577484
0;0.047983620315790176
0;0.05088072642683983
0;0.04687714949250221
0;0.04355240240693092
0;0.04370499774813652
0;0.04132269322872162
0;0.03834708034992218
0;0.040281008929014206
0;0.038769692182540894
0;0.03801076114177704
0;0.03766118362545967
0;0.03276888281106949
0;0.035667456686496735
0;0.03155434504151344
0;0.03300139307975769
0;0.015526476316154003
0;0.039360690861940384
0;0.04731621965765953
0;0.050123538821935654
0;0.04818958416581154
0;0.044867247343063354
0;0.04557185620069504
0;0.04315803572535515
0;0.041750647127628326
0;0.04039565101265907
0;0.03896985203027725
0;0.03739480674266815
0;0.03577325865626335
0;0.03552735596895218
0;0.03331524133682251
0;0.03443755581974983
0;0.03346608206629753
0;0.031990282237529755
0;0.03012867085635662
0;0.03036549873650074
0;0.029162263497710228
0;0.02864808589220047
0;0.02822101302444935
0;0.02629721350967884
0;0.026837600395083427
0;0.024236468598246574
0;0.02603035606443882
0;0.023915601894259453
